id,x,y,group,col,pch,y_variable,x_variable,study,case,session,phase
intervention,49.090909090909115,2.8834355828220866,2,green,19,number correct,session number,Browder_2012,Kiernan_Outcome4,49,intervention
intervention,50.03134796238247,2.024539877300614,2,green,19,number correct,session number,Browder_2012,Kiernan_Outcome4,50,intervention
intervention,50.97178683385582,3.0061349693251533,2,green,19,number correct,session number,Browder_2012,Kiernan_Outcome4,51,intervention
intervention,52.2884012539185,-0.12269938650306766,2,green,19,number correct,session number,Browder_2012,Kiernan_Outcome4,52,intervention
intervention,53.32288401253921,1.9631901840490804,2,green,19,number correct,session number,Browder_2012,Kiernan_Outcome4,53,intervention
intervention,53.887147335423215,2.822085889570553,2,green,19,number correct,session number,Browder_2012,Kiernan_Outcome4,54,intervention
intervention,55.01567398119124,3.0061349693251533,2,green,19,number correct,session number,Browder_2012,Kiernan_Outcome4,55,intervention
intervention,55.956112852664596,2.024539877300614,2,green,19,number correct,session number,Browder_2012,Kiernan_Outcome4,56,intervention
intervention,57.17868338557996,3.9263803680981613,2,green,19,number correct,session number,Browder_2012,Kiernan_Outcome4,57,intervention
baseline,0.9893455098934472,4.037383177570106,1,red,19,number correct,session number,Browder_2012,Todd_Outcome1,1,baseline
baseline,2.0547945205479397,3.9953271028037562,1,red,19,number correct,session number,Browder_2012,Todd_Outcome1,2,baseline
baseline,3.044140030441398,4.0794392523364635,1,red,19,number correct,session number,Browder_2012,Todd_Outcome1,3,baseline
intervention,3.957382039573813,3.1121495327102977,2,green,19,number correct,session number,Browder_2012,Todd_Outcome1,4,intervention
intervention,10.882800608828001,7.065420560747675,2,green,19,number correct,session number,Browder_2012,Todd_Outcome1,11,intervention
intervention,11.948249619482494,6.897196261682254,2,green,19,number correct,session number,Browder_2012,Todd_Outcome1,12,intervention
intervention,13.16590563165905,8.074766355140191,2,green,19,number correct,session number,Browder_2012,Todd_Outcome1,13,intervention
intervention,13.926940639269404,9.042056074766364,2,green,19,number correct,session number,Browder_2012,Todd_Outcome1,14,intervention
intervention,15.220700152206994,9.042056074766364,2,green,19,number correct,session number,Browder_2012,Todd_Outcome1,15,intervention
intervention,16.36225266362252,8.95794392523365,2,green,19,number correct,session number,Browder_2012,Todd_Outcome1,16,intervention
intervention,20.09132420091324,9.000000000000007,2,green,19,number correct,session number,Browder_2012,Todd_Outcome1,20,intervention
intervention,25.038051750380514,9.084112149532714,2,green,19,number correct,session number,Browder_2012,Todd_Outcome1,25,intervention
intervention,31.35464231354641,8.9158878504673,2,green,19,number correct,session number,Browder_2012,Todd_Outcome1,31,intervention
intervention,42.085235920852355,8.95794392523365,2,green,19,number correct,session number,Browder_2012,Todd_Outcome1,42,intervention
intervention,49.08675799086758,8.95794392523365,2,green,19,number correct,session number,Browder_2012,Todd_Outcome1,49,intervention
baseline,1.0622154779969626,5.026455026455029,1,red,19,number correct,session number,Browder_2012,Todd_Outcome2,1,baseline
baseline,2.0485584218512893,4.973544973544971,1,red,19,number correct,session number,Browder_2012,Todd_Outcome2,2,baseline
baseline,3.034901365705615,3.968253968253965,1,red,19,number correct,session number,Browder_2012,Todd_Outcome2,3,baseline
baseline,16.009104704097116,1.8518518518518512,1,red,19,number correct,session number,Browder_2012,Todd_Outcome2,16,baseline
intervention,16.99544764795144,3.8624338624338606,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,17,intervention
intervention,18.133535660091045,4.867724867724871,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,18,intervention
intervention,19.11987860394537,3.8624338624338606,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,19,intervention
intervention,20.03034901365706,5.873015873015877,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,20,intervention
intervention,21.092564491654016,7.037037037037042,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,21,intervention
intervention,23.141122913505317,6.984126984126984,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,23,intervention
intervention,24.203338391502275,5.92592592592592,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,24,intervention
intervention,25.11380880121396,9.999999999999996,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,25,intervention
intervention,27.31411229135053,8.835978835978832,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,27,intervention
intervention,27.996965098634284,7.989417989417991,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,28,intervention
intervention,28.98330804248862,9.100529100529105,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,29,intervention
intervention,30.04552352048559,9.947089947089953,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,30,intervention
intervention,31.03186646433991,8.941798941798947,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,31,intervention
intervention,32.018209408194224,8.941798941798947,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,32,intervention
intervention,34.14264036418816,9.894179894179896,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,34,intervention
intervention,42.03338391502275,9.947089947089953,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,42,intervention
intervention,49.089529590288315,9.841269841269838,2,green,19,number correct,session number,Browder_2012,Todd_Outcome2,49,intervention
baseline,1.0093167701863295,2.0348837209302353,1,red,19,cumber correct,session number,Browder_2012,Todd_Outcome3,1,baseline
baseline,2.1739130434782576,-0.058139534883714816,1,red,19,cumber correct,session number,Browder_2012,Todd_Outcome3,2,baseline
baseline,3.0279503105590044,0.9302325581395401,1,red,19,cumber correct,session number,Browder_2012,Todd_Outcome3,3,baseline
baseline,16.14906832298136,0.988372093023262,1,red,19,cumber correct,session number,Browder_2012,Todd_Outcome3,16,baseline
baseline,30.978260869565204,7.105427357601002e-15,1,red,19,cumber correct,session number,Browder_2012,Todd_Outcome3,31,baseline
intervention,35.170807453416145,4.88372093023256,2,green,19,cumber correct,session number,Browder_2012,Todd_Outcome3,35,intervention
intervention,35.8695652173913,6.8604651162790695,2,green,19,cumber correct,session number,Browder_2012,Todd_Outcome3,36,intervention
intervention,37.18944099378881,6.802325581395351,2,green,19,cumber correct,session number,Browder_2012,Todd_Outcome3,37,intervention
intervention,38.12111801242235,7.906976744186043,2,green,19,cumber correct,session number,Browder_2012,Todd_Outcome3,38,intervention
intervention,40.217391304347814,6.918604651162788,2,green,19,cumber correct,session number,Browder_2012,Todd_Outcome3,40,intervention
intervention,42.00310559006211,7.79069767441861,2,green,19,cumber correct,session number,Browder_2012,Todd_Outcome3,42,intervention
intervention,43.090062111801224,8.895348837209305,2,green,19,cumber correct,session number,Browder_2012,Todd_Outcome3,43,intervention
intervention,45.031055900621105,8.837209302325583,2,green,19,cumber correct,session number,Browder_2012,Todd_Outcome3,45,intervention
intervention,47.12732919254658,8.779069767441861,2,green,19,cumber correct,session number,Browder_2012,Todd_Outcome3,47,intervention
intervention,49.06832298136645,7.848837209302328,2,green,19,cumber correct,session number,Browder_2012,Todd_Outcome3,49,intervention
baseline,1.0077519379844833,1.9298245614035077,1,red,19,number correct,session number,Browder_2012,Todd_Outcome4,1,baseline
baseline,1.8604651162790584,-0.17543859649122995,1,red,19,number correct,session number,Browder_2012,Todd_Outcome4,2,baseline
baseline,2.9457364341085186,0.05847953216374169,1,red,19,number correct,session number,Browder_2012,Todd_Outcome4,3,baseline
baseline,15.968992248062003,0.9941520467836242,1,red,19,number correct,session number,Browder_2012,Todd_Outcome4,16,baseline
baseline,30.697674418604645,0.8187134502923961,1,red,19,number correct,session number,Browder_2012,Todd_Outcome4,31,baseline
intervention,41.860465116279066,0.8771929824561386,2,green,19,number correct,session number,Browder_2012,Todd_Outcome4,42,intervention
intervention,42.94573643410851,6.900584795321636,2,green,19,number correct,session number,Browder_2012,Todd_Outcome4,43,intervention
intervention,44.03100775193797,7.894736842105262,2,green,19,number correct,session number,Browder_2012,Todd_Outcome4,44,intervention
intervention,45.19379844961239,10.116959064327487,2,green,19,number correct,session number,Browder_2012,Todd_Outcome4,45,intervention
intervention,45.968992248062,9.941520467836257,2,green,19,number correct,session number,Browder_2012,Todd_Outcome4,46,intervention
intervention,47.05426356589146,9.941520467836257,2,green,19,number correct,session number,Browder_2012,Todd_Outcome4,47,intervention
intervention,48.062015503875955,9.941520467836257,2,green,19,number correct,session number,Browder_2012,Todd_Outcome4,48,intervention
intervention,49.22480620155038,9.883040935672515,2,green,19,number correct,session number,Browder_2012,Todd_Outcome4,49,intervention
baseline,0.37812911725955445,29.953917050691302,1,red,19,percentage correct,session number,Calik_2010,A,0,baseline
baseline,1.5125164690382071,30.41474654377879,1,red,19,percentage correct,session number,Calik_2010,A,2,baseline
baseline,2.538866930171281,29.4930875576037,1,red,19,percentage correct,session number,Calik_2010,A,3,baseline
intervention,3.4571805006587617,70.96774193548396,2,green,19,percentage correct,session number,Calik_2010,A,3,intervention
intervention,4.537549407114627,80.64516129032262,2,green,19,percentage correct,session number,Calik_2010,A,5,intervention
intervention,5.4558629776021075,70.04608294930881,2,green,19,percentage correct,session number,Calik_2010,A,5,intervention
intervention,6.482213438735178,80.64516129032262,2,green,19,percentage correct,session number,Calik_2010,A,6,intervention
intervention,7.508563899868246,81.10599078341016,2,green,19,percentage correct,session number,Calik_2010,A,8,intervention
intervention,8.480895915678527,89.86175115207374,2,green,19,percentage correct,session number,Calik_2010,A,8,intervention
intervention,9.399209486166008,99.5391705069124,2,green,19,percentage correct,session number,Calik_2010,A,9,intervention
intervention,10.587615283267457,99.5391705069124,2,green,19,percentage correct,session number,Calik_2010,A,11,intervention
intervention,11.28985507246377,100.4608294930876,2,green,19,percentage correct,session number,Calik_2010,A,11,intervention
baseline,0.43617021276595125,40.08097165991907,1,red,19,percentage correct,session number,Calik_2010,B,0,baseline
baseline,1.5811170212765884,40.485829959514234,1,red,19,percentage correct,session number,Calik_2010,B,2,baseline
baseline,2.5624999999999947,40.89068825910934,1,red,19,percentage correct,session number,Calik_2010,B,3,baseline
intervention,15.538563829787229,80.16194331983809,2,green,19,percentage correct,session number,Calik_2010,B,16,intervention
intervention,16.519946808510632,79.75708502024298,2,green,19,percentage correct,session number,Calik_2010,B,17,intervention
intervention,17.501329787234035,89.87854251012152,2,green,19,percentage correct,session number,Calik_2010,B,18,intervention
intervention,18.646276595744677,79.35222672064785,2,green,19,percentage correct,session number,Calik_2010,B,19,intervention
intervention,19.518617021276587,89.87854251012152,2,green,19,percentage correct,session number,Calik_2010,B,20,intervention
intervention,20.499999999999993,89.87854251012152,2,green,19,percentage correct,session number,Calik_2010,B,20,intervention
intervention,21.590425531914892,99.59514170040492,2,green,19,percentage correct,session number,Calik_2010,B,22,intervention
intervention,22.571808510638288,100.00000000000003,2,green,19,percentage correct,session number,Calik_2010,B,23,intervention
intervention,23.553191489361698,100.00000000000003,2,green,19,percentage correct,session number,Calik_2010,B,24,intervention
baseline,0.4836173001310762,29.411764705882348,1,red,19,percent correct,session number,Calik_2010,C,0,baseline
baseline,1.3971166448230772,30.769230769230774,1,red,19,percent correct,session number,Calik_2010,C,1,baseline
baseline,2.471821756225438,30.769230769230774,1,red,19,percent correct,session number,Calik_2010,C,2,baseline
intervention,27.404980340760165,80.09049773755656,2,green,19,percent correct,session number,Calik_2010,C,27,intervention
intervention,28.4259501965924,90.49773755656109,2,green,19,percent correct,session number,Calik_2010,C,28,intervention
intervention,29.39318479685453,80.54298642533941,2,green,19,percent correct,session number,Calik_2010,C,29,intervention
intervention,30.521625163827007,80.9954751131222,2,green,19,percent correct,session number,Calik_2010,C,31,intervention
intervention,31.381389252948896,89.59276018099548,2,green,19,percent correct,session number,Calik_2010,C,31,intervention
intervention,32.40235910878113,100.00000000000001,2,green,19,percent correct,session number,Calik_2010,C,32,intervention
intervention,33.423328964613376,100.45248868778283,2,green,19,percent correct,session number,Calik_2010,C,33,intervention
intervention,34.49803407601573,99.5475113122172,2,green,19,percent correct,session number,Calik_2010,C,34,intervention
intervention,35.572739187418094,100.45248868778283,2,green,19,percent correct,session number,Calik_2010,C,36,intervention
baseline,4.388185654008442,0.22500000000000497,1,red,19,number correct,session number,Champan_2019,Dylan,4,baseline
baseline,5.2883263009845365,0.2571428571428598,1,red,19,number correct,session number,Champan_2019,Dylan,5,baseline
baseline,6.469760900140653,0.2571428571428598,1,red,19,number correct,session number,Champan_2019,Dylan,6,baseline
intervention,7.53867791842476,0.28928571428571814,2,green,19,number correct,session number,Champan_2019,Dylan,8,intervention
intervention,8.607594936708866,0.28928571428571814,2,green,19,number correct,session number,Champan_2019,Dylan,9,intervention
intervention,9.676511954992973,2.2178571428571416,2,green,19,number correct,session number,Champan_2019,Dylan,10,intervention
intervention,10.689170182841073,6.074999999999999,2,green,19,number correct,session number,Champan_2019,Dylan,11,intervention
intervention,12.039381153305209,2.25,2,green,19,number correct,session number,Champan_2019,Dylan,12,intervention
intervention,12.939521800281296,5.175000000000001,2,green,19,number correct,session number,Champan_2019,Dylan,13,intervention
intervention,14.064697609001412,6.107142857142858,2,green,19,number correct,session number,Champan_2019,Dylan,14,intervention
intervention,15.077355836849511,7.103571428571431,2,green,19,number correct,session number,Champan_2019,Dylan,15,intervention
intervention,16.090014064697613,7.103571428571431,2,green,19,number correct,session number,Champan_2019,Dylan,16,intervention
intervention,17.327707454289737,7.103571428571431,2,green,19,number correct,session number,Champan_2019,Dylan,17,intervention
intervention,18.227848101265828,7.071428571428573,2,green,19,number correct,session number,Champan_2019,Dylan,18,intervention
intervention,19.46554149085795,8.06785714285714,2,green,19,number correct,session number,Champan_2019,Dylan,19,intervention
intervention,20.47819971870605,9.064285714285713,2,green,19,number correct,session number,Champan_2019,Dylan,20,intervention
intervention,21.547116736990155,8.06785714285714,2,green,19,number correct,session number,Champan_2019,Dylan,22,intervention
intervention,22.61603375527426,8.035714285714281,2,green,19,number correct,session number,Champan_2019,Dylan,23,intervention
intervention,23.797468354430386,8.999999999999996,2,green,19,number correct,session number,Champan_2019,Dylan,24,intervention
intervention,24.9789029535865,8.999999999999996,2,green,19,number correct,session number,Champan_2019,Dylan,25,intervention
intervention,25.935302390998594,8.999999999999996,2,green,19,number correct,session number,Champan_2019,Dylan,26,intervention
