id,x,y,group,col,pch,y_variable,x_variable,study,case,session,phase
baseline,16.065989847715734,0.9950248756218896,1,red,19,,,Browder_2012,Kiernan_Outcome4,16,baseline
baseline,31.065989847715734,0.945273631840795,1,red,19,,,Browder_2012,Kiernan_Outcome4,31,baseline
intervention,47.131979695431475,3.9303482587064673,2,green,19,,,Browder_2012,Kiernan_Outcome4,47,intervention
intervention,48.04568527918781,0.9950248756218896,2,green,19,,,Browder_2012,Kiernan_Outcome4,48,intervention
intervention,49.11167512690355,2.935323383084577,2,green,19,,,Browder_2012,Kiernan_Outcome4,49,intervention
intervention,50.101522842639596,1.9402985074626864,2,green,19,,,Browder_2012,Kiernan_Outcome4,50,intervention
intervention,51.09137055837562,2.935323383084577,2,green,19,,,Browder_2012,Kiernan_Outcome4,51,intervention
intervention,52.23350253807106,-0.04975124378109452,2,green,19,,,Browder_2012,Kiernan_Outcome4,52,intervention
intervention,53.14720812182742,1.990049751243781,2,green,19,,,Browder_2012,Kiernan_Outcome4,53,intervention
intervention,53.98477157360406,2.8855721393034823,2,green,19,,,Browder_2012,Kiernan_Outcome4,54,intervention
intervention,54.97461928934009,2.9850746268656705,2,green,19,,,Browder_2012,Kiernan_Outcome4,55,intervention
intervention,56.19289340101523,1.990049751243781,2,green,19,,,Browder_2012,Kiernan_Outcome4,56,intervention
intervention,57.18274111675125,3.9800995024875627,2,green,19,,,Browder_2012,Kiernan_Outcome4,57,intervention
baseline,0.9236453201970534,3.984732824427489,1,red,19,,,Browder_2012,Todd_Outcome1,1,baseline
baseline,1.9088669950739052,3.984732824427489,1,red,19,,,Browder_2012,Todd_Outcome1,2,baseline
baseline,3.017241379310357,3.984732824427489,1,red,19,,,Browder_2012,Todd_Outcome1,3,baseline
intervention,3.940886699507401,2.9885496183206186,2,green,19,,,Browder_2012,Todd_Outcome1,4,intervention
intervention,10.960591133004932,6.9732824427480935,2,green,19,,,Browder_2012,Todd_Outcome1,11,intervention
intervention,12.007389162561584,6.938931297709928,2,green,19,,,Browder_2012,Todd_Outcome1,12,intervention
intervention,12.992610837438436,7.969465648854964,2,green,19,,,Browder_2012,Todd_Outcome1,13,intervention
intervention,14.100985221674888,8.965648854961827,2,green,19,,,Browder_2012,Todd_Outcome1,14,intervention
intervention,14.03940886699508,8.931297709923669,2,green,19,,,Browder_2012,Todd_Outcome1,14,intervention
intervention,14.100985221674888,9.000000000000007,2,green,19,,,Browder_2012,Todd_Outcome1,14,intervention
intervention,14.100985221674888,8.931297709923669,2,green,19,,,Browder_2012,Todd_Outcome1,14,intervention
intervention,15.14778325123154,8.931297709923669,2,green,19,,,Browder_2012,Todd_Outcome1,15,intervention
intervention,15.086206896551731,8.896946564885496,2,green,19,,,Browder_2012,Todd_Outcome1,15,intervention
intervention,15.086206896551731,8.896946564885496,2,green,19,,,Browder_2012,Todd_Outcome1,15,intervention
intervention,15.02463054187193,8.931297709923669,2,green,19,,,Browder_2012,Todd_Outcome1,15,intervention
intervention,15.02463054187193,8.931297709923669,2,green,19,,,Browder_2012,Todd_Outcome1,15,intervention
intervention,15.02463054187193,8.931297709923669,2,green,19,,,Browder_2012,Todd_Outcome1,15,intervention
intervention,15.02463054187193,8.931297709923669,2,green,19,,,Browder_2012,Todd_Outcome1,15,intervention
intervention,15.02463054187193,8.931297709923669,2,green,19,,,Browder_2012,Todd_Outcome1,15,intervention
intervention,16.071428571428587,8.965648854961827,2,green,19,,,Browder_2012,Todd_Outcome1,16,intervention
intervention,20.012315270935968,8.931297709923669,2,green,19,,,Browder_2012,Todd_Outcome1,20,intervention
intervention,25.061576354679815,8.931297709923669,2,green,19,,,Browder_2012,Todd_Outcome1,25,intervention
intervention,31.09605911330051,8.896946564885496,2,green,19,,,Browder_2012,Todd_Outcome1,31,intervention
intervention,41.99507389162562,8.896946564885496,2,green,19,,,Browder_2012,Todd_Outcome1,42,intervention
intervention,49.13793103448276,8.896946564885496,2,green,19,,,Browder_2012,Todd_Outcome1,49,intervention
baseline,0.9876543209876552,5.021097046413512,1,red,19,,,Browder_2012,Todd_Outcome2,1,baseline
baseline,2.0370370370370394,5.021097046413512,1,red,19,,,Browder_2012,Todd_Outcome2,2,baseline
baseline,2.962962962962965,4.092827004219416,1,red,19,,,Browder_2012,Todd_Outcome2,3,baseline
baseline,16.049382716049383,1.983122362869203,1,red,19,,,Browder_2012,Todd_Outcome2,16,baseline
intervention,17.160493827160494,3.966244725738399,2,green,19,,,Browder_2012,Todd_Outcome2,17,intervention
intervention,18.024691358024686,5.021097046413512,2,green,19,,,Browder_2012,Todd_Outcome2,18,intervention
intervention,19.07407407407407,3.966244725738399,2,green,19,,,Browder_2012,Todd_Outcome2,19,intervention
intervention,20.123456790123452,5.949367088607598,2,green,19,,,Browder_2012,Todd_Outcome2,20,intervention
intervention,21.111111111111104,6.9198312236286945,2,green,19,,,Browder_2012,Todd_Outcome2,21,intervention
intervention,23.086419753086417,6.962025316455698,2,green,19,,,Browder_2012,Todd_Outcome2,23,intervention
intervention,24.135802469135797,5.907172995780588,2,green,19,,,Browder_2012,Todd_Outcome2,24,intervention
intervention,25.12345679012345,9.91561181434599,2,green,19,,,Browder_2012,Todd_Outcome2,25,intervention
intervention,27.160493827160494,8.90295358649789,2,green,19,,,Browder_2012,Todd_Outcome2,27,intervention
intervention,28.148148148148145,7.890295358649791,2,green,19,,,Browder_2012,Todd_Outcome2,28,intervention
intervention,29.19753086419752,8.90295358649789,2,green,19,,,Browder_2012,Todd_Outcome2,29,intervention
intervention,30.12345679012345,9.91561181434599,2,green,19,,,Browder_2012,Todd_Outcome2,30,intervention
intervention,31.111111111111114,8.90295358649789,2,green,19,,,Browder_2012,Todd_Outcome2,31,intervention
intervention,32.16049382716049,8.860759493670887,2,green,19,,,Browder_2012,Todd_Outcome2,32,intervention
intervention,34.13580246913579,9.873417721518987,2,green,19,,,Browder_2012,Todd_Outcome2,34,intervention
intervention,42.16049382716048,9.957805907173,2,green,19,,,Browder_2012,Todd_Outcome2,42,intervention
intervention,49.259259259259245,9.873417721518987,2,green,19,,,Browder_2012,Todd_Outcome2,49,intervention
baseline,0.9422110552763767,2.0187793427230147,1,red,19,,,Browder_2012,Todd_Outcome3,1,baseline
baseline,2.0728643216080336,1.4210854715202004e-14,1,red,19,,,Browder_2012,Todd_Outcome3,2,baseline
baseline,2.9522613065326597,1.0328638497652705,1,red,19,,,Browder_2012,Todd_Outcome3,3,baseline
baseline,16.017587939698487,0.9859154929577549,1,red,19,,,Browder_2012,Todd_Outcome3,16,baseline
baseline,31.030150753768833,-0.04694835680749421,1,red,19,,,Browder_2012,Todd_Outcome3,31,baseline
intervention,35.0502512562814,4.882629107981234,2,green,19,,,Browder_2012,Todd_Outcome3,35,intervention
intervention,35.99246231155777,6.854460093896719,2,green,19,,,Browder_2012,Todd_Outcome3,36,intervention
intervention,36.99748743718591,6.807511737089211,2,green,19,,,Browder_2012,Todd_Outcome3,37,intervention
intervention,38.00251256281405,7.840375586854467,2,green,19,,,Browder_2012,Todd_Outcome3,38,intervention
intervention,40.0753768844221,6.854460093896719,2,green,19,,,Browder_2012,Todd_Outcome3,40,intervention
intervention,42.022613065326624,7.840375586854467,2,green,19,,,Browder_2012,Todd_Outcome3,42,intervention
intervention,43.02763819095476,8.826291079812208,2,green,19,,,Browder_2012,Todd_Outcome3,43,intervention
intervention,45.03768844221105,8.826291079812208,2,green,19,,,Browder_2012,Todd_Outcome3,45,intervention
intervention,47.11055276381907,8.826291079812208,2,green,19,,,Browder_2012,Todd_Outcome3,47,intervention
intervention,49.120603015075375,7.793427230046955,2,green,19,,,Browder_2012,Todd_Outcome3,49,intervention
baseline,1.0012515644555728,2.0560747663551404,1,red,19,,,Browder_2012,Todd_Outcome4,1,baseline
baseline,1.9399249061326689,8.881784197001252e-16,1,red,19,,,Browder_2012,Todd_Outcome4,2,baseline
baseline,3.003754693366713,0.04672897196261738,1,red,19,,,Browder_2012,Todd_Outcome4,3,baseline
baseline,15.957446808510635,0.9813084112149535,1,red,19,,,Browder_2012,Todd_Outcome4,16,baseline
baseline,30.976220275344176,0.9813084112149535,1,red,19,,,Browder_2012,Todd_Outcome4,31,baseline
intervention,41.98998748435543,0.9345794392523379,2,green,19,,,Browder_2012,Todd_Outcome4,42,intervention
intervention,42.99123904881102,6.869158878504674,2,green,19,,,Browder_2012,Todd_Outcome4,43,intervention
intervention,44.05506883604505,7.897196261682241,2,green,19,,,Browder_2012,Todd_Outcome4,44,intervention
intervention,45.05632040050062,9.906542056074766,2,green,19,,,Browder_2012,Todd_Outcome4,45,intervention
intervention,46.12015018773467,9.906542056074766,2,green,19,,,Browder_2012,Todd_Outcome4,46,intervention
intervention,47.05882352941177,9.906542056074766,2,green,19,,,Browder_2012,Todd_Outcome4,47,intervention
intervention,48.06007509386733,9.85981308411215,2,green,19,,,Browder_2012,Todd_Outcome4,48,intervention
intervention,48.99874843554443,9.906542056074766,2,green,19,,,Browder_2012,Todd_Outcome4,49,intervention
baseline,0.49201277955272005,30.711610486891516,1,red,19,percentage of correct reaction,sessions,Calik_2010,A,0,baseline
baseline,1.5654952076677393,30.711610486891516,1,red,19,percentage of correct reaction,sessions,Calik_2010,A,2,baseline
baseline,2.5495207667731634,30.337078651685545,1,red,19,percentage of correct reaction,sessions,Calik_2010,A,3,baseline
intervention sessions,3.578274760383394,70.78651685393271,2,green,19,percentage of correct reaction,sessions,Calik_2010,A,4,intervention sessions
intervention sessions,4.651757188498406,81.27340823970042,2,green,19,percentage of correct reaction,sessions,Calik_2010,A,5,intervention sessions
intervention sessions,5.680511182108628,70.41198501872674,2,green,19,percentage of correct reaction,sessions,Calik_2010,A,6,intervention sessions
intervention sessions,6.709265175718857,80.89887640449444,2,green,19,percentage of correct reaction,sessions,Calik_2010,A,7,intervention sessions
intervention sessions,7.693290734824284,80.89887640449444,2,green,19,percentage of correct reaction,sessions,Calik_2010,A,8,intervention sessions
intervention sessions,8.722044728434511,90.63670411985021,2,green,19,percentage of correct reaction,sessions,Calik_2010,A,9,intervention sessions
intervention sessions,9.66134185303515,101.12359550561803,2,green,19,percentage of correct reaction,sessions,Calik_2010,A,10,intervention sessions
intervention sessions,10.69009584664537,101.12359550561803,2,green,19,percentage of correct reaction,sessions,Calik_2010,A,11,intervention sessions
intervention sessions,11.718849840255594,101.12359550561803,2,green,19,percentage of correct reaction,sessions,Calik_2010,A,12,intervention sessions
probe sessions,12.837060702875402,100.00000000000011,3,purple,19,percentage of correct reaction,sessions,Calik_2010,A,13,probe sessions
probe sessions,13.865814696485629,100.37453183520603,3,purple,19,percentage of correct reaction,sessions,Calik_2010,A,14,probe sessions
probe sessions,14.894568690095856,100.37453183520603,3,purple,19,percentage of correct reaction,sessions,Calik_2010,A,15,probe sessions
probe sessions,25.092651757188502,100.74906367041206,3,purple,19,percentage of correct reaction,sessions,Calik_2010,A,25,probe sessions
probe sessions,26.076677316293928,100.74906367041206,3,purple,19,percentage of correct reaction,sessions,Calik_2010,A,26,probe sessions
probe sessions,27.10543130990416,100.37453183520603,3,purple,19,percentage of correct reaction,sessions,Calik_2010,A,27,probe sessions
probe sessions,37.348242811501606,100.37453183520603,3,purple,19,percentage of correct reaction,sessions,Calik_2010,A,37,probe sessions
probe sessions,38.287539936102235,100.00000000000011,3,purple,19,percentage of correct reaction,sessions,Calik_2010,A,38,probe sessions
probe sessions,39.40575079872205,100.00000000000011,3,purple,19,percentage of correct reaction,sessions,Calik_2010,A,39,probe sessions
maintenance sessions,40.47923322683707,100.37453183520603,4,red,17,percentage of correct reaction,sessions,Calik_2010,A,40,maintenance sessions
maintenance sessions,41.55271565495208,100.74906367041206,4,red,17,percentage of correct reaction,sessions,Calik_2010,A,42,maintenance sessions
baseline,0.49517684887459446,39.73509933774838,1,red,19,percentages of correct reactions,sessions,Calik_2010,B,0,baseline
baseline,1.5755627009646282,40.06622516556291,1,red,19,percentages of correct reactions,sessions,Calik_2010,B,2,baseline
baseline,2.6109324758842405,40.06622516556291,1,red,19,percentages of correct reactions,sessions,Calik_2010,B,3,baseline
intervention sessions,15.755627009646306,79.801324503311207,2,green,19,percentages of correct reactions,sessions,Calik_2010,B,16,intervention sessions
intervention sessions,16.88102893890676,79.801324503311207,2,green,19,percentages of correct reactions,sessions,Calik_2010,B,17,intervention sessions
intervention sessions,17.916398713826368,90.06622516556288,2,green,19,percentages of correct reactions,sessions,Calik_2010,B,18,intervention sessions
intervention sessions,18.861736334405144,79.801324503311207,2,green,19,percentages of correct reactions,sessions,Calik_2010,B,19,intervention sessions
intervention sessions,19.94212218649517,90.72847682119203,2,green,19,percentages of correct reactions,sessions,Calik_2010,B,20,intervention sessions
intervention sessions,20.977491961414792,90.39735099337742,2,green,19,percentages of correct reactions,sessions,Calik_2010,B,21,intervention sessions
intervention sessions,21.967845659163984,100.66225165562915,2,green,19,percentages of correct reactions,sessions,Calik_2010,B,22,intervention sessions
intervention sessions,23.0032154340836,100.33112582781453,2,green,19,percentages of correct reactions,sessions,Calik_2010,B,23,intervention sessions
intervention sessions,23.948553054662376,100.33112582781453,2,green,19,percentages of correct reactions,sessions,Calik_2010,B,24,intervention sessions
probe sessions,12.78456591639871,39.73509933774838,3,purple,19,percentages of correct reactions,sessions,Calik_2010,B,13,probe sessions
probe sessions,13.819935691318326,39.73509933774838,3,purple,19,percentages of correct reactions,sessions,Calik_2010,B,14,probe sessions
probe sessions,14.810289389067522,39.73509933774838,3,purple,19,percentages of correct reactions,sessions,Calik_2010,B,15,probe sessions
probe sessions,25.11897106109324,99.99999999999997,3,purple,19,percentages of correct reactions,sessions,Calik_2010,B,25,probe sessions
probe sessions,26.06430868167203,100.33112582781453,3,purple,19,percentages of correct reactions,sessions,Calik_2010,B,26,probe sessions
probe sessions,27.09967845659164,100.33112582781453,3,purple,19,percentages of correct reactions,sessions,Calik_2010,B,27,probe sessions
maintenance sessions,40.514469453376215,100.66225165562915,4,red,17,percentages of correct reactions,sessions,Calik_2010,B,41,maintenance sessions
maintenance sessions,41.549839228295816,100.66225165562915,4,red,17,percentages of correct reactions,sessions,Calik_2010,B,42,maintenance sessions
baseline,0.4453870625662777,29.779411764705912,1,red,19,percentages of correct reaction,sessions,Calik_2010,C,0,baseline
baseline,1.5143160127253417,29.779411764705912,1,red,19,percentages of correct reaction,sessions,Calik_2010,C,2,baseline
baseline,2.583244962884409,30.147058823529434,1,red,19,percentages of correct reaction,sessions,Calik_2010,C,3,baseline
intervention sessions,28.103923647932138,80.14705882352942,2,green,19,percentages of correct reaction,sessions,Calik_2010,C,28,intervention sessions
intervention sessions,29.128313891834583,90.44117647058826,2,green,19,percentages of correct reaction,sessions,Calik_2010,C,29,intervention sessions
intervention sessions,30.24178154825027,80.51470588235293,2,green,19,percentages of correct reaction,sessions,Calik_2010,C,30,intervention sessions
intervention sessions,31.266171792152708,80.51470588235293,2,green,19,percentages of correct reaction,sessions,Calik_2010,C,31,intervention sessions
intervention sessions,32.24602332979853,90.0735294117647,2,green,19,percentages of correct reaction,sessions,Calik_2010,C,32,intervention sessions
intervention sessions,33.22587486744433,100.73529411764707,2,green,19,percentages of correct reaction,sessions,Calik_2010,C,33,intervention sessions
intervention sessions,34.294803817603395,100.36764705882354,2,green,19,percentages of correct reaction,sessions,Calik_2010,C,34,intervention sessions
intervention sessions,35.319194061505826,100.36764705882354,2,green,19,percentages of correct reaction,sessions,Calik_2010,C,35,intervention sessions
intervention sessions,36.43266171792153,100.36764705882354,2,green,19,percentages of correct reaction,sessions,Calik_2010,C,36,intervention sessions
probe sessions,12.738069989395544,29.779411764705912,3,purple,19,percentages of correct reaction,sessions,Calik_2010,C,13,probe sessions
probe sessions,13.896076352067865,29.411764705882376,3,purple,19,percentages of correct reaction,sessions,Calik_2010,C,14,probe sessions
probe sessions,14.965005302226938,29.411764705882376,3,purple,19,percentages of correct reaction,sessions,Calik_2010,C,15,probe sessions
probe sessions,25.253446447507958,29.779411764705912,3,purple,19,percentages of correct reaction,sessions,Calik_2010,C,25,probe sessions
probe sessions,26.09968186638388,29.779411764705912,3,purple,19,percentages of correct reaction,sessions,Calik_2010,C,26,probe sessions
probe sessions,27.124072110286324,30.147058823529434,3,purple,19,percentages of correct reaction,sessions,Calik_2010,C,27,probe sessions
probe sessions,37.457051961823964,100,3,purple,19,percentages of correct reaction,sessions,Calik_2010,C,37,probe sessions
probe sessions,38.48144220572641,100,3,purple,19,percentages of correct reaction,sessions,Calik_2010,C,38,probe sessions
probe sessions,39.461293743372224,100.36764705882354,3,purple,19,percentages of correct reaction,sessions,Calik_2010,C,39,probe sessions
maintenance sessions,40.663838812301165,100.73529411764707,4,red,17,percentages of correct reaction,sessions,Calik_2010,C,41,maintenance sessions
maintenance sessions,41.64369034994698,100.36764705882354,4,red,17,percentages of correct reaction,sessions,Calik_2010,C,42,maintenance sessions
generalization pre-test,0.9111617312072919,0.18260869565217774,1,red,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,1,generalization pre-test
generalization pre-test,2.0045558086560353,0.18260869565217774,1,red,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,2,generalization pre-test
generalization pre-test,3.097949886104785,0.18260869565217774,1,red,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,3,generalization pre-test
baseline,4.236902050113897,0.18260869565217774,2,green,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,4,baseline
baseline,5.330296127562646,0.1565217391304401,2,green,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,5,baseline
baseline,6.423690205011389,0.18260869565217774,2,green,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,6,baseline
interventions,7.425968109339409,0.2347826086956566,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,7,interventions
interventions,8.519362186788157,0.18260869565217774,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,9,interventions
interventions,9.6127562642369,2.086956521739136,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,10,interventions
interventions,10.660592255125284,6.0000000000000036,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,11,interventions
interventions,11.799544419134396,2.086956521739136,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,12,interventions
interventions,12.892938496583145,5.034782608695654,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,13,interventions
interventions,13.986332574031895,6.0000000000000036,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,14,interventions
interventions,15.079726651480637,7.04347826086957,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,15,interventions
interventions,16.082004555808656,7.017391304347832,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,16,interventions
interventions,17.220956719817767,7.017391304347832,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,17,interventions
interventions,18.268792710706148,7.017391304347832,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,18,interventions
interventions,19.3621867881549,7.956521739130437,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,19,interventions
interventions,20.455580865603643,8.973913043478266,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,20,interventions
interventions,21.640091116173114,7.956521739130437,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,22,interventions
interventions,22.642369020501143,7.956521739130437,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,23,interventions
interventions,23.78132118451025,8.947826086956528,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,24,interventions
interventions,24.783599088838265,8.947826086956528,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,25,interventions
interventions,25.96810933940774,8.947826086956528,3,purple,19,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,26,interventions
maintenance,32.48291571753987,8.947826086956528,4,red,17,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,32,maintenance
maintenance,34.66970387243737,8.921739130434784,4,red,17,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,35,maintenance
maintenance,36.85649202733485,8.921739130434784,4,red,17,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,37,maintenance
post-test,37.85876993166288,8.947826086956528,5,green,17,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,38,post-test
post-test,38.99772209567199,8.947826086956528,5,green,17,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,39,post-test
post-test,40,8.947826086956528,5,green,17,#of steps of task analysis completed independently,sessions,Champan_2019,Dylan,40,post-test
